timestamp,ambient_temperature_c,wind_speed_mps,humidity_percent,rpm,output_power_w,generator_voltage_v,generator_current_a,noise_db,vibration_mmps
2024-08-06T21:00,28.1,20.6168939,86,1031.278853,3322.258803,412.4926407,7.951404934,129.2949682,22.80554534
2024-08-06T22:00,28.1,20.37834899,86,1018.648693,3207.972143,407.4342427,7.868706805,128.1639108,22.28267207
2024-08-06T23:00,28.2,21.44068037,85,1071.285452,3734.666971,428.4197848,8.669434009,133.4840496,24.65153053
2024-08-07T00:00,28.2,25.22004734,84,1260.894779,6075.521895,504.4195433,12.06899733,153.9929364,34.12974849
2024-08-07T01:00,27.9,25.00544429,86,1249.688231,5922.930856,499.8077475,11.85560582,152.9834615,33.53889861
2024-08-07T02:00,27.9,24.62948698,86,1231.598869,5659.493285,492.4533616,11.45510978,150.8930645,32.5575329
2024-08-07T03:00,27.8,24.58298982,86,1228.937881,5627.965475,491.5455429,11.45612764,151.052613,32.39680979
2024-08-07T04:00,27.8,24.39614076,86,1220.763673,5496.735009,488.4644178,11.28073117,149.8360923,31.95091775
2024-08-07T05:00,27.9,24.57820896,85,1229.091576,5619.871675,491.6041675,11.42568729,150.8736784,32.41716402
2024-08-07T06:00,27.9,26.60023042,83,1329.581691,7133.161566,531.9863402,13.40420313,161.2020549,37.93082495
2024-08-07T07:00,28.3,26.47840287,81,1323.901167,7033.737907,529.5016871,13.22623988,160.6205659,37.60915879
2024-08-07T08:00,28.8,31.05965755,76,1552.72381,11351.16297,621.0485331,18.23391462,185.4287271,51.75206466
2024-08-07T09:00,29.2,32.55090619,74,1626.629515,13066.84859,650.7965768,20.10399732,192.8047312,56.79731949
2024-08-07T10:00,29.2,32.91340029,74,1645.978608,13511.08831,658.4319244,20.4638298,194.7141196,58.12174246
2024-08-07T11:00,29.8,33.63749726,72,1681.44525,14416.32814,672.6286301,21.4159443,198.5862896,60.68500955
2024-08-07T12:00,30.2,31.39334069,70,1569.925125,11717.96306,627.7913597,18.60737465,186.7888076,52.88823046
2024-08-07T13:00,30.1,30.87050565,70,1543.384711,11146.30193,617.2000693,18.14065018,184.2879783,51.11475418
2024-08-07T14:00,30.2,29.68674314,70,1483.156218,9910.58862,593.1512616,16.69314713,177.5497781,47.23692934
2024-08-07T15:00,30.5,29.76543159,69,1487.116848,9990.939585,594.9621703,16.81584811,178.0259002,47.48774341
2024-08-07T16:00,30.3,29.6010317,69,1479.463985,9827.512439,591.7449542,16.59407453,177.5038835,46.9813642
2024-08-07T17:00,30.1,29.38028122,70,1468.915681,9609.764245,587.315223,16.34376894,176.1279902,46.29794169
2024-08-07T18:00,29.5,26.94674361,72,1346.646127,7412.995206,538.6935173,13.69989169,163.7240774,38.94754675
2024-08-07T19:00,28.7,24.50252155,77,1225.814313,5573.000146,490.4091995,11.42397771,150.3407766,32.21407853
2024-08-07T20:00,28.3,23.08235422,80,1154.190683,4660.086801,461.889027,10.08408634,142.862376,28.57705744
2024-08-07T21:00,28.2,21.51939013,81,1076.032686,3776.297722,430.4522524,8.733442362,134.3269778,24.82589046
2024-08-07T22:00,28.1,21.58971294,81,1079.433314,3814.886158,431.7375634,8.863132718,134.7836072,25.00713082
2024-08-07T23:00,28.0,20.70114495,82,1035.040728,3359.386348,414.0779068,8.075919598,129.660889,22.99287976
2024-08-08T00:00,27.9,19.7769942,82,988.9978239,2929.899265,395.4419332,7.386037464,125.0817854,20.98548507
2024-08-08T01:00,27.9,20.07767409,81,1003.984981,3065.383188,401.5985397,7.623092221,126.3946708,21.60643348
2024-08-08T02:00,27.9,20.22569358,81,1012.095308,3131.439722,404.9613517,7.710793579,127.1871601,21.98115998
2024-08-08T03:00,28.0,20.28668894,80,1015.111946,3163.476621,405.9063957,7.917086131,127.6218468,22.11071126
2024-08-08T04:00,27.9,21.35145694,81,1067.135981,3689.052622,426.9726225,8.696727673,133.2354264,24.4502756
2024-08-08T05:00,27.8,20.7530127,82,1038.102797,3387.028148,415.091905,8.256837162,130.0514104,23.11653799
2024-08-08T06:00,27.7,21.40284477,86,1069.577474,3712.241029,427.9012636,8.75589621,133.7707642,24.55325247
2024-08-08T07:00,28.0,21.40794295,84,1069.455632,3717.670206,427.8307573,8.711418625,133.8620457,24.57206258
2024-08-08T08:00,28.8,22.7835849,79,1139.334456,4482.19865,455.7314143,9.904232788,141.1671975,27.84362636
2024-08-08T09:00,29.6,23.18787412,74,1159.788964,4722.190644,463.9437797,10.18812932,143.2785815,28.85856525
2024-08-08T10:00,30.5,23.7627498,70,1188.115129,5084.80979,475.2514332,10.71222528,146.4744579,30.28285844
2024-08-08T11:00,31.1,23.02283865,67,1151.457945,4622.987557,460.5413125,10.05390598,142.4113734,28.44074727
2024-08-08T12:00,31.3,24.01144725,67,1199.902117,5247.163377,480.0458835,10.87932487,147.4902666,30.92694454
2024-08-08T13:00,31.3,25.21081042,67,1260.099327,6067.628073,504.077222,12.03211905,154.1618008,34.08248089
2024-08-08T14:00,31.3,25.27059005,68,1263.336297,6113.832636,505.4452443,12.07495326,154.4017572,34.24105739
2024-08-08T15:00,31.3,25.27545578,68,1263.625006,6116.656004,505.5373138,12.04425625,154.5329175,34.27026917
2024-08-08T16:00,30.8,24.50007223,70,1224.070755,5568.060162,489.8218024,11.25406248,150.422978,32.18577822
2024-08-08T17:00,30.4,23.53502412,71,1176.927333,4939.548145,470.8889582,10.4315619,145.0741266,29.69582399
2024-08-08T18:00,29.8,22.69103406,72,1133.759887,4428.581303,453.595349,9.74229578,140.4331856,27.595564
2024-08-08T19:00,29.2,21.66084898,75,1083.92609,3849.240455,433.4918858,8.901505378,135.2176912,25.2076474
2024-08-08T20:00,28.9,20.8067064,76,1040.850595,3413.015655,416.2181822,8.121224879,130.59922,23.22569407
2024-08-08T21:00,28.9,19.42345363,77,970.6729322,2776.314516,388.1235118,7.170338989,122.8461389,20.23400201
2024-08-08T22:00,28.6,20.11531927,80,1006.500311,3080.232487,402.6134681,7.617962841,126.6238427,21.71918738
2024-08-08T23:00,28.5,18.79124873,81,940.3693714,2515.639216,376.0533035,6.647093985,119.4613352,18.98039194
2024-08-09T00:00,28.3,18.27184757,82,913.9953171,2313.363419,365.5430171,6.345847789,116.8904883,17.91340332
2024-08-09T01:00,28.1,17.81399881,83,889.8972086,2137.373465,355.9637107,5.981336777,113.7386581,17.00660636
2024-08-09T02:00,28.1,16.62910961,83,831.7270915,1742.207408,332.6144144,5.315781726,107.7516878,14.83305582
2024-08-09T03:00,28.0,16.46777238,84,822.4094615,1692.419354,329.0669068,5.076803134,106.6054143,14.54027145
2024-08-09T04:00,27.9,15.34040633,84,767.4227245,1367.076827,306.9838236,4.468355653,100.6429516,12.63324537
2024-08-09T05:00,27.9,14.4373375,84,722.1555946,1138.789216,288.9808799,3.983048149,95.2408846,11.18733864
2024-08-09T06:00,28.2,15.17307779,82,758.9885246,1323.995685,303.4553986,4.348479961,99.55570652,12.35546908
2024-08-09T07:00,28.8,15.6747392,79,784.0595111,1458.866247,313.4715742,4.669921204,102.2167245,13.19595786
2024-08-09T08:00,29.7,19.27466324,73,963.4045096,2713.023983,385.3564125,7.128642897,122.1760469,19.92453906
2024-08-09T09:00,30.6,21.12098825,69,1056.331428,3569.150342,422.5944148,8.378181839,132.0364613,23.95268103
2024-08-09T10:00,31.2,22.46201798,68,1122.966527,4288.585826,449.20036,9.621957149,139.3708492,27.08051836
2024-08-09T11:00,31.6,23.54678713,66,1176.912859,4943.705278,470.652633,10.49998282,145.0824844,29.73468781
2024-08-09T12:00,31.5,25.01236431,68,1250.243715,5929.539956,500.125603,11.78494008,153.0108624,33.55400461
2024-08-09T13:00,31.7,26.47916244,67,1323.418985,7030.732719,529.2180469,13.2753448,160.6284046,37.61252259
2024-08-09T14:00,31.8,27.85454525,66,1393.045341,8190.104735,557.2394566,14.6941295,168.3786995,41.62929072
2024-08-09T15:00,31.4,26.97797548,68,1349.767686,7439.027988,539.9867416,13.80580933,163.5504829,39.07665757
2024-08-09T16:00,31.3,26.99593274,68,1348.910131,7453.78375,539.6198569,13.83434695,163.6690433,39.08113926
2024-08-09T17:00,30.9,27.89823897,70,1394.179875,8231.502343,557.6316576,14.72184852,168.5646872,41.74141762
2024-08-09T18:00,30.0,29.15488813,73,1458.107405,9390.34514,583.3117518,16.05691952,175.0168748,45.61928012
2024-08-09T19:00,29.5,28.90246716,75,1444.627215,9147.334896,577.8215491,15.84817845,173.5169693,44.79567392
2024-08-09T20:00,29.1,26.84270253,77,1342.115496,7329.708995,536.9639145,13.71390381,162.6974643,38.65580617
2024-08-09T21:00,28.9,24.30738686,79,1215.796398,5443.40298,486.4666166,11.16372426,149.4059147,31.69427583
2024-08-09T22:00,28.7,23.52425236,80,1176.521261,4929.124778,470.6970433,10.49086491,145.0493486,29.69990452
2024-08-09T23:00,28.5,23.39832109,81,1169.546064,4853.561818,467.7591444,10.43821901,144.3872684,29.3672529
2024-08-10T00:00,28.4,23.05836783,81,1152.465779,4641.286269,460.9044617,10.07915074,142.5854697,28.50285329
2024-08-10T01:00,28.3,23.5306742,81,1176.106573,4934.605709,470.390474,10.49310611,145.0044876,29.68840634
2024-08-10T02:00,28.3,24.01597451,79,1201.209736,5248.156167,480.5100995,10.90278125,148.0065692,30.94124082
2024-08-10T03:00,28.3,23.34397466,79,1167.695655,4818.882295,467.0259198,10.28267531,144.0096622,29.25648171
2024-08-10T04:00,28.1,24.2970538,81,1214.727832,5436.330064,485.8070848,11.25189562,148.9528194,31.65918437
2024-08-10T05:00,27.9,24.26145135,82,1212.711372,5412.697653,485.1350343,11.10771139,149.0877726,31.57163592
2024-08-10T06:00,28.5,22.85537849,80,1143.447378,4524.445309,457.4308368,9.909745878,141.2674962,28.0370745
2024-08-10T07:00,28.9,23.23083834,78,1160.722805,4749.420379,464.1924126,10.18619851,143.5757535,28.92771682
2024-08-10T08:00,29.8,26.25254619,73,1312.749768,6856.084681,525.0255351,13.10628215,159.6432685,36.97863117
2024-08-10T09:00,30.7,27.78603657,68,1389.781177,8126.141672,555.9229821,14.5520632,167.7353427,41.41485376
2024-08-10T10:00,31.4,28.96691162,65,1448.901848,9208.209921,579.7232818,15.9552807,174.3941249,45.04280055
2024-08-10T11:00,31.8,29.22781937,64,1460.387658,9456.739387,584.1830853,16.20274061,175.4746161,45.78772621
2024-08-10T12:00,32.5,29.07784241,61,1454.013796,9316.129319,581.5325366,16.09164726,174.8797156,45.36402251
2024-08-10T13:00,32.9,31.21625733,60,1561.426394,11522.19551,624.6277112,18.42973153,185.3651681,52.29574866
2024-08-10T14:00,32.1,32.34600381,65,1616.336901,12822.52948,646.4214687,19.8263933,191.9888829,56.08861618
2024-08-10T15:00,31.5,34.38036849,68,1718.475814,15395.24132,687.5683523,22.48811506,202.306179,63.39542807
2024-08-10T16:00,30.9,34.85521571,70,1742.944753,16042.93067,697.1701851,22.98491716,205.1207251,65.183166
2024-08-10T17:00,30.5,34.46676441,72,1723.223965,15513.67287,689.3625586,22.52149095,202.7623082,63.74540634
2024-08-10T18:00,30.0,31.35193574,74,1567.424371,11677.79651,627.0353435,18.60045867,186.5878924,52.72462869
2024-08-10T19:00,29.3,31.24642944,77,1563.299171,11557.19625,625.3493506,18.49164903,186.2770704,52.42187631
2024-08-10T20:00,29.1,31.86631319,79,1593.543408,12260.30366,637.504084,19.18389415,189.7386186,54.47529063
2024-08-10T21:00,28.8,30.30121665,81,1514.730099,10534.8221,605.7266685,17.50114188,181.2333835,49.24554681
2024-08-10T22:00,28.6,28.82921085,82,1441.443136,9071.04246,576.4811216,15.80970808,173.5079706,44.59403979
2024-08-10T23:00,28.4,28.29635814,83,1415.047857,8585.697543,565.9351233,15.14017598,170.4836608,42.96335798
2024-08-11T00:00,28.3,28.23239561,84,1410.962851,8524.357225,564.523421,15.1199846,170.2169204,42.75404074
2024-08-11T01:00,28.1,27.57202981,85,1378.041869,7941.106155,551.3607781,14.40145363,166.4405352,40.77017533
2024-08-11T02:00,27.9,26.29738153,86,1315.136948,6886.512134,526.0784842,13.13184806,160.1743916,37.12406651
2024-08-11T03:00,27.7,27.83470239,87,1392.166017,8171.886637,556.9622404,14.69881015,168.6681627,41.58073863
2024-08-11T04:00,27.7,26.67688565,86,1333.873568,7194.406903,533.4883613,13.51643536,161.7546861,38.19003448
2024-08-11T05:00,27.7,27.21024214,87,1359.473763,7632.396123,543.7931886,13.95627498,164.8964128,39.68695174
2024-08-11T06:00,27.5,27.42484532,88,1371.774499,7814.031756,548.6576028,14.32650346,165.9430556,40.37995768
2024-08-11T07:00,28.0,28.86546075,84,1443.704864,9110.961679,577.362777,15.70800877,173.2927737,44.70986975
2024-08-11T08:00,28.6,31.83590634,80,1591.538008,12221.07528,636.5400728,19.21986152,189.012493,54.37164916
2024-08-11T09:00,29.4,33.82113851,76,1690.198366,14655.2689,676.1040022,21.64489429,199.3461352,61.33434246
2024-08-11T10:00,30.2,34.07405886,72,1703.98855,14988.86967,681.6674913,21.97558014,201.2279881,62.30743004
2024-08-11T11:00,30.8,34.60294131,70,1731.40013,15695.09015,692.8582586,22.67911267,204.4852101,64.28652193
2024-08-11T12:00,31.0,34.55550228,70,1727.736084,15634.01444,691.1806566,22.70177076,203.4058807,64.05220271
2024-08-11T13:00,31.6,34.17134414,67,1708.191126,15119.43863,683.3449621,22.14731111,201.8158138,62.62357107
2024-08-11T14:00,31.1,34.27349707,69,1713.774858,15252.9277,685.6439527,22.29518541,201.7329974,63.01968316
2024-08-11T15:00,30.6,34.08117917,71,1704.287175,14996.99175,681.6885038,21.97080476,201.4770353,62.33017699
2024-08-11T16:00,30.3,33.90262251,72,1695.027004,14761.16043,678.1738564,21.74622239,200.1307023,61.6664808
2024-08-11T17:00,29.9,32.46909208,75,1623.408977,12965.88697,649.4072575,19.93715352,192.5508141,56.55712916
2024-08-11T18:00,29.3,30.00386764,77,1500.334096,10236.23491,600.2407932,17.06073596,179.5770922,48.29626622
2024-08-11T19:00,28.8,30.57683529,80,1528.901315,10831.82278,611.6428108,17.65068702,182.5117036,50.16369578
2024-08-11T20:00,28.6,27.85532756,81,1392.206407,8189.849475,556.8194139,14.75580461,168.4145962,41.60049227
2024-08-11T21:00,28.4,24.18668994,82,1208.83653,5360.573994,483.5192813,11.12725662,148.6387561,31.36110164
2024-08-11T22:00,28.3,21.88687278,83,1093.553047,3970.29104,437.2809024,9.024033614,136.21788,25.67153234
2024-08-11T23:00,28.2,22.01290301,84,1100.391827,4039.305693,440.2495544,9.144000142,137.1005138,26.00946513
2024-08-12T00:00,28.1,22.4772403,85,1123.987235,4301.42961,449.5813941,9.557564734,139.2700474,27.10663598
2024-08-12T01:00,27.7,21.21443531,87,1060.711895,3615.140632,424.4608709,8.453597597,132.1275848,24.15585432
2024-08-12T02:00,27.7,20.85458712,87,1042.652119,3439.586615,417.0320222,8.255793878,130.6440796,23.3293606
2024-08-12T03:00,27.7,20.53957226,87,1026.589608,3280.529711,410.4901412,8.066690455,128.8916659,22.63571072
2024-08-12T04:00,27.6,18.0052052,88,900.4639059,2211.284549,360.4251428,6.045102313,115.0558061,17.39635446
2024-08-12T05:00,27.6,18.13704322,89,906.2661337,2261.860552,362.4990315,6.306941407,115.86927,17.64136059
2024-08-12T06:00,27.7,18.796979,90,939.9331872,2517.009802,375.9200706,6.628122477,119.6528109,18.97156164
2024-08-12T07:00,28.2,19.99554394,87,999.3644379,3028.492946,399.7390699,7.581006888,125.9593304,21.45535514
2024-08-12T08:00,29.0,22.94097358,81,1147.133264,4578.583096,458.7397147,9.986192178,142.4556743,28.23886392
2024-08-12T09:00,29.5,25.05055868,78,1252.918825,5954.261916,501.1742731,12.00738961,153.3503805,33.67166536
2024-08-12T10:00,30.0,25.70390225,76,1284.699371,6436.128094,513.9823918,12.48081644,156.8194945,35.43371442
2024-08-12T11:00,30.3,26.8733414,74,1343.886144,7352.655411,537.4319485,13.63127437,163.2390006,38.74290434
2024-08-12T12:00,30.2,26.55437592,74,1328.149159,7094.538771,531.2990219,13.33924549,161.080269,37.83087104
2024-08-12T13:00,30.4,26.64456791,74,1333.007597,7165.534473,533.3082371,13.39152953,162.1143764,38.10213892
2024-08-12T14:00,30.5,26.8825461,73,1344.564392,7357.714009,537.8983815,13.64579573,162.984814,38.78445298
2024-08-12T15:00,30.9,27.07894658,72,1354.366531,7521.881001,541.8731647,13.90173416,164.223816,39.36062058
2024-08-12T16:00,30.4,27.22763048,74,1360.024094,7648.724459,544.0402131,14.06072394,165.0845952,39.72745532
2024-08-12T17:00,29.9,25.30333004,76,1264.54105,6138.314498,505.755431,12.09811992,154.6189004,34.34042378
2024-08-12T18:00,29.3,22.04209775,78,1102.777284,4060.808271,441.0302134,9.203460644,137.0208141,26.08763746
2024-08-12T19:00,29.0,19.63067303,80,981.3174009,2867.864517,392.559338,7.324686676,124.092703,20.66405391
2024-08-12T20:00,28.8,16.98966002,82,849.5975516,1854.76737,339.8688699,5.406572954,109.7052541,15.48897742
2024-08-12T21:00,28.6,14.97784737,83,748.6981941,1270.989413,299.3908359,4.278586464,98.60715295,12.00568483
2024-08-12T22:00,28.4,13.22018361,85,661.0697413,875.5772712,264.6145415,3.265515758,88.69485817,9.373370382
2024-08-12T23:00,28.3,14.61555858,86,730.5933242,1185.090588,292.1619256,4.045069268,96.5788525,11.45133306
2024-08-13T00:00,28.1,14.94422778,87,747.5315981,1262.484935,299.0297805,4.280760759,98.22306557,11.97395701
2024-08-13T01:00,28.0,14.2064725,88,710.4187244,1083.04444,284.1367804,3.769444027,93.92501386,10.83672503
2024-08-13T02:00,28.0,14.17642076,88,708.3307538,1076.167971,283.321891,3.672506082,93.68483904,10.78301341
2024-08-13T03:00,27.9,14.49290669,89,724.4725913,1152.186814,289.7361517,4.022556254,96.05462572,11.27449025
2024-08-13T04:00,27.9,12.88900227,89,644.760311,812.2623908,257.8474027,3.208901765,86.93762669,8.901523571
2024-08-13T05:00,27.8,13.52817984,89,676.5337591,939.660928,270.7101409,3.470982367,90.12093285,9.799715638
2024-08-13T06:00,27.9,11.7170167,88,585.7647609,607.5294025,234.227537,2.486752819,80.14118802,7.36001012
2024-08-13T07:00,28.5,13.74839653,85,687.0004918,982.2793547,274.8512338,3.609321579,91.45388092,10.13468226
2024-08-13T08:00,29.5,15.76562292,79,789.4936384,1485.762025,316.1120447,4.707731626,103.6712856,13.35310115
2024-08-13T09:00,30.0,15.29726349,76,765.0561801,1357.026172,306.0266124,4.417692137,100.2393738,12.56073845
2024-08-13T10:00,30.5,15.01781559,73,751.6089146,1282.047509,300.6507753,4.220873234,98.6913422,12.11656925
2024-08-13T11:00,31.0,16.32280938,72,816.0159613,1649.675717,326.4206921,5.028063145,105.9113037,14.27946032
2024-08-13T12:00,31.3,18.83414024,72,941.9025192,2529.177211,376.799897,6.676014214,119.6158026,19.02805944
2024-08-13T13:00,31.0,21.96114529,73,1097.76434,4013.010035,439.1597288,9.202603202,136.8139131,25.8603565
2024-08-13T14:00,31.3,20.81105526,72,1039.88881,3411.937952,415.9238167,8.206348229,130.39729,23.2152196
2024-08-13T15:00,31.9,22.58091925,69,1129.54865,4360.577326,451.8678219,9.557753609,140.2620951,27.37881278
2024-08-13T16:00,31.7,23.2232459,70,1161.422704,4744.837953,464.5906568,10.22654398,143.1251465,28.94258954
2024-08-13T17:00,31.0,22.54213667,72,1127.219825,4340.18535,450.897901,9.739377278,139.9275069,27.24837108
2024-08-13T18:00,29.8,20.20721485,76,1009.631434,3128.241698,403.7877853,7.78464871,126.99882,21.88768294
2024-08-13T19:00,29.2,18.90234688,80,943.9573989,2558.824484,377.5044575,6.778066999,119.9931779,19.13888269
2024-08-13T20:00,28.9,18.54818591,82,927.7549373,2419.556317,371.1748071,6.515441346,118.3928184,18.46246659
2024-08-13T21:00,28.7,17.98425403,83,899.0470743,2201.321691,359.5716494,6.081220216,115.1828358,17.34840134
2024-08-13T22:00,28.5,16.99068291,84,850.1854151,1857.552662,340.2565038,5.442603902,109.5920938,15.49212356
2024-08-13T23:00,28.4,15.37299116,85,768.624603,1378.962157,307.55114,4.449188982,100.5516701,12.67057941
2024-08-14T00:00,28.1,14.69758383,86,735.6310691,1201.584618,294.3295753,4.097990625,96.76953916,11.6091221
2024-08-14T01:00,27.9,13.70064768,88,685.347531,974.245049,274.1581467,3.51956928,91.30169352,10.06728693
2024-08-14T02:00,27.7,14.65566897,89,732.8717433,1190.792276,293.0396489,4.159335572,96.7195961,11.53355546
2024-08-14T03:00,27.7,15.26126963,88,762.9983426,1346.688126,305.3415121,4.374906293,99.85179507,12.50364306
2024-08-14T04:00,27.5,16.48032818,89,824.5540474,1697.001107,329.8788808,5.15540781,106.8849154,14.58159742
2024-08-14T05:00,27.4,16.33831525,89,817.0795041,1653.443516,326.969728,4.996948754,105.784306,14.31215011
2024-08-14T06:00,27.5,13.70876714,90,685.1745327,975.0728393,274.2319961,3.529612929,91.29490036,10.09467272
2024-08-14T07:00,28.0,15.88065997,86,793.8570138,1514.349237,317.4453479,4.690060201,103.4933816,13.51106616
2024-08-14T08:00,29.0,17.19248489,80,858.7690384,1924.051892,343.48927,5.632177217,110.5804034,15.8322418
2024-08-14T09:00,30.3,16.96358708,72,848.2336074,1846.491268,339.1588105,5.423968835,109.4254633,15.44409428
2024-08-14T10:00,31.5,16.727201,66,836.5374054,1770.236155,334.5694614,5.232194067,108.4675133,15.02822265
2024-08-14T11:00,32.2,18.92405307,64,946.9657628,2569.843595,378.807124,6.761143202,119.8450478,19.2176666
2024-08-14T12:00,31.8,21.72473136,67,1085.871763,3888.180065,434.1842354,9.012051806,135.1809315,25.3212213
2024-08-14T13:00,31.7,23.41417677,68,1170.500358,4863.759165,468.3030124,10.40736011,144.4298448,29.40892702
2024-08-14T14:00,31.6,23.54081772,69,1177.568165,4946.333179,471.1040505,10.53107079,145.2516226,29.74201828
2024-08-14T15:00,31.3,23.34838402,71,1167.695682,4824.700919,467.163618,10.32736426,144.2781431,29.23908784
2024-08-14T16:00,30.9,23.22403706,73,1161.480485,4746.975684,464.5223133,10.23196917,143.7179478,28.93241926
2024-08-14T17:00,30.9,23.27910106,72,1164.113256,4773.593824,465.6791612,10.20773054,143.7645069,29.07110547
2024-08-14T18:00,30.1,20.34055952,74,1016.565071,3188.827668,406.4952013,7.878197547,128.3326185,22.15611065
2024-08-14T19:00,29.4,20.6236006,77,1031.117157,3323.803479,412.4970886,8.014077685,129.1094813,22.82814831
2024-08-14T20:00,29.0,20.650773,79,1032.498984,3337.543956,413.0004071,8.126296938,129.8957487,22.88767552
2024-08-14T21:00,28.9,19.90519466,80,995.2970043,2989.675188,398.1177434,7.478827327,124.932858,21.25452128
2024-08-14T22:00,28.8,20.15608675,80,1007.823121,3106.077836,403.245279,7.774535115,127.2502095,21.78176997
2024-08-14T23:00,28.8,20.03424779,80,1001.063564,3047.872112,400.4317177,7.621404547,126.2413573,21.5230596
2024-08-15T00:00,28.5,19.85938805,82,992.7140231,2968.675027,397.0846815,7.478268774,125.5284528,21.15325363
2024-08-15T01:00,28.3,21.02015601,84,1051.3391,3515.584579,420.3526498,8.376092189,131.5464785,23.71163628
2024-08-15T02:00,28.2,21.77693402,84,1089.293007,3911.505829,435.6737536,9.014576428,135.5623243,25.43036435
2024-08-15T03:00,28.0,20.11139707,86,1005.708753,3078.205982,402.4154661,7.742317333,126.8416581,21.71096551
2024-08-15T04:00,27.8,18.75615199,87,938.4987269,2502.264615,375.3768037,6.711725753,119.5864429,18.87700154
2024-08-15T05:00,27.5,17.93755777,89,896.717581,2182.20843,358.4809701,6.138891128,114.5872121,17.25029393
2024-08-15T06:00,28.0,18.26726224,87,914.1485701,2308.534412,365.5893699,6.332923312,116.8040625,17.91768646
2024-08-15T07:00,28.0,16.40826016,87,820.6563651,1674.227968,328.3976688,5.053080607,106.1871086,14.44923416
2024-08-15T08:00,28.3,17.04664921,86,852.7100647,1875.011809,341.1589883,5.552629853,110.1142733,15.58451056
2024-08-15T09:00,28.7,19.05187656,84,952.8895766,2618.161017,381.1772897,6.82643566,121.2295495,19.47548723
2024-08-15T10:00,29.6,19.46707853,78,974.2109178,2795.226707,389.9025033,7.142925879,123.5946764,20.34433268
2024-08-15T11:00,30.7,19.47067235,73,973.9006224,2796.709275,389.5525618,7.252341203,122.9465535,20.34783641
2024-08-15T12:00,31.4,21.42606934,70,1071.182639,3723.474748,428.5766887,8.700831134,133.5851586,24.6423969
2024-08-15T13:00,32.1,23.17706432,67,1159.025736,4716.246124,463.5436636,10.16764929,142.9660083,28.82297533
2024-08-15T14:00,31.8,24.62779173,68,1230.820166,5658.31514,492.3492099,11.52312913,151.0510001,32.5319658
2024-08-15T15:00,31.0,25.33424134,71,1266.306315,6160.774432,506.4259421,12.19653071,154.7424797,34.42755455
2024-08-15T16:00,30.9,24.91389069,71,1245.71812,5857.746486,498.2392957,11.73767232,152.5216015,33.30383726
2024-08-15T17:00,30.2,25.72531707,75,1287.470356,6451.5711,514.9429708,12.45471597,157.0779079,35.53852286
2024-08-15T18:00,29.6,24.19752085,77,1209.818538,5370.822086,483.7972022,11.13072355,148.7429526,31.40603578
